DOI,Title,journal,doc_type,url,authors,Date_Received,Date_Accepted,Date_online,Acceptance_Time,Countries
https://doi.org/10.1016/S0262-4079(18)31993-6,Can I trust my memories?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319936,Clare Wilson,2030-12-12,2020-05-22,2020-06-10,,{'United Kingdom'}
https://doi.org/10.1016/S0262-4079(18)31710-X,Object: The tarantula nebula,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791831710X,Colin Stuart,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31759-7,Thoughts laid bare,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918317597,Timothy Revell,2014-12-04,2015-12-25,2016-02-10,387 days 00:00:00.000000000,"{'Canada', 'Colombia'}"
https://doi.org/10.1016/S0262-4079(18)31804-9,The Drugs Don't Work,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918318049,Clare Wilson,2030-12-12,2030-12-12,2020-07-23,,{'unknown'}
https://doi.org/10.1016/S0262-4079(18)31988-2,FAQ,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319882,Yvaine Ye and Tiffany O'Callaghan and Yvaine Ye and Yvaine Ye and Yvaine Ye and Yvaine Ye,2020-07-03,2020-07-05,2020-07-09,3 days 00:00:00.000000000,"{'Albania', 'Israel', 'Canada', 'Mongolia', 'Japan', 'unknown', 'Maldives', 'Tunisia', 'Finland', 'Uruguay'}"
https://doi.org/10.1016/S0262-4079(18)32362-5,Strange snow,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918323625,Padma Nagappan,2018-11-25,2019-03-04,2019-03-23,100 days 00:00:00.000000000,"{'Ecuador', 'Czechia', 'Armenia', 'Egypt', 'United Kingdom', 'Colombia', 'Georgia', 'Spain', 'Philippines', 'Estonia', 'Pakistan', 'Switzerland', ""Korea, Democratic People's Republic of"", 'France', 'Austria', 'Cyprus', 'Belarus', 'Greece', 'Italy', 'Poland', 'Turkey', 'Ireland', 'Bulgaria', 'Malaysia', 'Portugal', 'Brazil', 'Germany', 'unknown', 'United States', 'Belgium', 'Serbia', 'China', 'New Zealand', 'India', 'Taiwan, Province of China', 'Lithuania', 'Thailand', 'Finland', 'Iran, Islamic Republic of', 'Mexico', 'Sri Lanka', 'Russian Federation', 'Croatia', 'Hungary'}"
https://doi.org/10.1016/S0262-4079(18)32310-8,Hello from the other side,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918323108,Carlo Rovelli,2020-04-20,2020-04-20,2020-06-17,1 days 00:00:00.000000000,{'Sweden'}
https://doi.org/10.1016/S0262-4079(18)31706-8,Object: Cosmic microwave background,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918317068,Joshua Howgego,2018-05-24,2018-08-10,2018-10-03,79 days 00:00:00.000000000,"{'Mexico', 'Italy', 'Poland', 'Germany', 'United States'}"
https://doi.org/10.1016/S0262-4079(18)32132-8,The secrets of socotra,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918321328,Leon McCarron,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)32087-6,The tiger who came for me,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918320876,Graham Lawton,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31762-7,Natural born metals,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918317627,Liz Kalaugher,2019-03-13,2019-08-01,2019-10-01,142 days 00:00:00.000000000,"{'Czechia', 'United Kingdom', 'France', 'Norway'}"
https://doi.org/10.1016/S0262-4079(18)31940-7,The fashion for fasting,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319407,Caroline Williams,2020-05-17,2020-07-02,2020-07-22,47 days 00:00:00.000000000,"{'Brazil', 'United Kingdom', 'Slovenia', 'Portugal'}"
https://doi.org/10.1016/S0262-4079(18)31803-7,The wrong number,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918318037,Michael Brooks,2030-12-12,2030-12-12,2020-07-23,,{'unknown'}
https://doi.org/10.1016/S0262-4079(19)32360-7,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919323607,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(18)31987-0,What is memory for?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319870,Alison George,2020-03-30,2020-05-12,2020-07-23,44 days 00:00:00.000000000,"{'China', 'unknown'}"
https://doi.org/10.1016/S0262-4079(18)32361-3,Rogue traders,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918323613,Daniel Cossins,2030-12-12,2030-12-12,2014-11-17,,"{'United Kingdom', 'unknown', 'Russian Federation', 'Austria'}"
https://doi.org/10.1016/S0262-4079(18)31717-2,"It's the economy, stupid!",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918317172,Pascal Boyer,2030-12-12,2030-12-12,2030-12-12,,{'United Kingdom'}
https://doi.org/10.1016/S0262-4079(18)32131-6,Reality's last stand,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918321316,Anil Ananthaswamy,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)32086-4,And now for the exoweather…,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918320864,Ryan MacDonald,2020-06-04,2020-06-25,2020-06-25,22 days 00:00:00.000000000,"{'United Kingdom', 'United States'}"
https://doi.org/10.1016/S0262-4079(18)32369-8,"Oh, no it isn't!",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918323698,Richard Webb,2030-12-12,2030-12-12,2020-03-12,,"{'United States', 'Japan'}"
https://doi.org/10.1016/S0262-4079(18)31991-2,Can you choose what to forget?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319912,Penny Sarchet,2030-12-12,2030-12-12,2030-12-12,,set()
https://doi.org/10.1016/S0262-4079(18)31761-5,Leopard finder with her life on the line,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918317615,Adam Popescu,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)32262-6,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919322626,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(18)32360-1,Boogie on!,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918323601,Stephanie Kramer,2030-12-12,2030-12-12,2030-12-12,,{'unknown'}
https://doi.org/10.1016/S0262-4079(18)31716-0,Patchwork Predator,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918317160,Colin Barras,2030-12-12,2030-12-12,2017-08-31,,set()
https://doi.org/10.1016/S0262-4079(18)31934-1,Towards a low carbon future,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319341,Kathrina Mannion,2020-04-14,2020-06-15,2020-06-20,63 days 00:00:00.000000000,"{'Saudi Arabia', 'China', 'Italy'}"
https://doi.org/10.1016/S0262-4079(18)32085-2,Why are there so few women in physics?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918320852,Valerie Jamieson,2030-12-12,2030-12-12,2030-12-12,,{'France'}
https://doi.org/10.1016/S0262-4079(18)32368-6,"Say thanks, a lot",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918323686,Susana Martinez-Conde,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)32259-0,Hitting 1.5°C,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918322590,Graham Lawton,2016-03-28,2016-08-30,2016-09-22,156 days 00:00:00.000000000,{'India'}
https://doi.org/10.1016/S0262-4079(18)31990-0,What happens to your memories when you sleep?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319900,Catherine de Lange,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31760-3,How to read Inca,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918317603,Daniel Cossins,2019-12-13,2020-05-21,2020-06-25,161 days 00:00:00.000000000,{'Brazil'}
https://doi.org/10.1016/S0262-4079(18)31998-5,The quantum supremacist,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319985,Phil Dooley,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31849-9,The evil inside us all,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918318499,Gina Perry,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31663-4,"AI, warbot",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918316634,Kenneth Payne,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(20)30073-7,Around the mulberry tree,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920300737,Adrian Barnett,2019-11-20,2020-01-06,2020-01-07,48 days 00:00:00.000000000,"{""Korea, Democratic People's Republic of""}"
https://doi.org/10.1016/S0262-4079(18)31658-0,‘I want to make a chemical brain’,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918316580,Rowan Hooper,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)32258-9,Celestial satnav,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918322589,Stephen Battersby,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31848-7,The call of rewilding,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918318487,Graham Lawton,2019-01-08,2019-05-06,2019-05-21,119 days 00:00:00.000000000,{'Norway'}
https://doi.org/10.1016/S0262-4079(18)32177-8,The plant whisperer,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918321778,Joshua Howgego,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)32218-8,The missing city on the plains,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918322188,Daniel Cossins,2030-12-12,2030-12-12,2030-12-12,,"{'Canada', 'United Kingdom', 'Denmark', 'Italy', 'Iceland', 'Sweden', 'Austria', 'Norway', 'Australia', 'Faroe Islands', 'Switzerland', 'United States', 'Finland', 'Germany'}"
https://doi.org/10.1016/S0262-4079(18)32367-4,R toys us?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918323674,David Robson,2020-01-16,2020-03-20,2020-03-31,65 days 00:00:00.000000000,"{'Germany', 'Czechia', 'unknown', 'Sweden'}"
https://doi.org/10.1016/S0262-4079(18)32084-0,Control yourself,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918320840,David Robson,2020-06-10,2020-07-21,2020-07-21,42 days 00:00:00.000000000,{'United Kingdom'}
https://doi.org/10.1016/S0262-4079(18)31985-7,Home from home,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319857,Isabelle Groc,2030-12-12,2030-12-12,2020-07-07,,{'unknown'}
https://doi.org/10.1016/S0262-4079(18)31997-3,How can two people remember the same event differently?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319973,Catherine de Lange,2030-12-12,2030-12-12,2030-12-12,,set()
https://doi.org/10.1016/S0262-4079(18)31715-9,Object: The Universe,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918317159,Daniel Cossins,2019-12-19,2020-03-31,2020-03-31,104 days 00:00:00.000000000,{'Germany'}
https://doi.org/10.1016/S0262-4079(18)31662-2,The horror of Hasanlu,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918316622,Catherine Brahic,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31996-1,What happens to memories over time?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918319961,Sam Wong and Catherine de de Lange,2020-01-17,2020-05-05,2020-05-15,110 days 00:00:00.000000000,{'Netherlands'}
https://doi.org/10.1016/S0262-4079(18)31847-5,The ghosts within,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918318475,Catherine Brahic,2020-01-30,2020-07-08,2020-07-22,161 days 00:00:00.000000000,"{'United States', 'unknown'}"
https://doi.org/10.1016/S0262-4079(19)32313-9,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919323139,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(18)32370-4,Looking out for number one,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918323704,Chelsea Whyte,2019-12-24,2020-05-26,2020-06-17,155 days 00:00:00.000000000,"{'Cabo Verde', 'Ireland', 'Italy'}"
https://doi.org/10.1016/S0262-4079(20)30075-0,Five minutes to midnight,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407920300750,Sally Adee,2030-12-12,2030-12-12,2030-12-12,,set()
https://doi.org/10.1016/S0262-4079(19)32268-7,The other cutting room,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919322687,Simon Ings,2020-04-20,2020-06-09,2020-06-18,51 days 00:00:00.000000000,{'United States'}
https://doi.org/10.1016/S0262-4079(18)32043-8,"Hey, teacher! Leave those kids alone",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918320438,Bob Holmes,2030-12-12,2017-02-21,2017-02-27,,{'United States'}
https://doi.org/10.1016/S0262-4079(18)32269-3,"Life, rewritten",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918322693,James Mitchell Crow,2019-11-23,2020-03-10,2020-03-10,109 days 00:00:00.000000000,{'Lithuania'}
https://doi.org/10.1016/S0262-4079(18)32217-6,Into the dark,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918322176,Daniel Cossins,2030-12-12,2030-12-12,2020-07-23,,{'Russian Federation'}
https://doi.org/10.1016/S0262-4079(18)32366-2,Antiques quiz show,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918323662,Anton Howes,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)32176-6,Access all areas,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918321766,Graham Lawton,2019-06-26,2020-06-26,2020-07-23,367 days 00:00:00.000000000,"{'Brazil', 'United States', 'unknown'}"
https://doi.org/10.1016/S0262-4079(18)31995-X,Is my memory normal?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791831995X,Alison George,2019-11-06,2020-02-29,2020-03-16,116 days 00:00:00.000000000,"{'United Kingdom', 'Malaysia'}"
https://doi.org/10.1016/S0262-4079(18)31714-7,Object: Earth,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918317147,Graham Lawton,2019-07-24,2020-04-07,2020-05-18,259 days 00:00:00.000000000,"{'United Kingdom', 'unknown'}"
https://doi.org/10.1016/S0262-4079(19)32161-X,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791932161X,Erin Murphy,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(19)32116-5,The best you can be,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919321165,Chelsea Whyte,2020-04-03,2020-06-07,2020-07-22,66 days 00:00:00.000000000,"{'China', 'United Kingdom', 'Japan', 'unknown', 'Australia'}"
https://doi.org/10.1016/S0262-4079(19)32019-6,Building worlds,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919320196,Helen Marshall,2019-05-09,2020-06-22,2020-07-15,411 days 00:00:00.000000000,{'United Kingdom'}
https://doi.org/10.1016/S0262-4079(18)31167-9,How to think about… Scientific truth,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311679,Joshua Howgego,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31482-9,Our true best friend,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918314829,Bob Holmes,2030-12-12,2030-12-12,2020-03-28,,"{'United States', 'Sao Tome and Principe'}"
https://doi.org/10.1016/S0262-4079(18)31212-0,The climate change evangelist with God on her side,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918312120,Wendy Glauser,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31438-6,Adventurer in time,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918314386,Laura Spinney,2019-06-19,2020-04-12,2020-06-12,299 days 00:00:00.000000000,{'Germany'}
https://doi.org/10.1016/S0262-4079(19)32062-7,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919320627,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(18)31575-6,Road kill,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918315756,Graham Lawton,2030-12-12,2030-12-12,2020-07-23,,{'Norway'}
https://doi.org/10.1016/S0262-4079(18)31155-2,How to think about… The multiverse,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311552,Daniel Cossins,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)31723-3,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919317233,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(19)31820-2,"Where there is power, there is resistance",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919318202,Helen Marshall,2030-12-12,2030-12-12,2017-07-29,,{'United States'}
https://doi.org/10.1016/S0262-4079(19)31965-7,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919319657,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(18)31211-9,The secret of you,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918312119,Caroline Williams,2018-10-12,2019-12-05,2020-02-04,420 days 00:00:00.000000000,"{'Iran, Islamic Republic of'}"
https://doi.org/10.1016/S0262-4079(18)31166-7,How to think abouth… Black holes,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311667,Daniel Cossins,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31481-7,The key to it all,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918314817,Michael Brooks,2030-12-12,2030-12-12,2020-07-23,,{'United States'}
https://doi.org/10.1016/S0262-4079(18)31437-4,Can't hack it,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918314374,Sally Adee,2012-08-31,2012-11-06,2012-11-30,68 days 00:00:00.000000000,{'United Kingdom'}
https://doi.org/10.1016/S0262-4079(19)31816-0,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919318160,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(18)31529-X,Caretaker who solved the ice age mystery,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791831529X,Fred Pearce,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31574-4,Nuclear comeback?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918315744,Chris Baraniuk,2018-02-16,2018-03-23,2018-03-23,36 days 00:00:00.000000000,"{'United Kingdom', 'Japan'}"
https://doi.org/10.1016/S0262-4079(18)31436-2,"Blue planet? It's a dark, deep-ocean world",New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918314362,Sam Wong,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)31675-6,Can Zen explain physics?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919316756,Gilead Amit,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)32113-X,The great divide,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791932113X,Michael Brooks,2020-05-11,2020-07-06,2020-07-10,57 days 00:00:00.000000000,{'Canada'}
https://doi.org/10.1016/S0262-4079(18)30931-X,A new kind of superfood,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791830931X,Michael Le Page,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31165-5,How to think about… The blockchain,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311655,Douglas Heaven,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31113-8,Blood lemons,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311138,Gilead Amit,2020-02-06,2020-07-06,2020-07-22,152 days 00:00:00.000000000,"{'United States', 'Norway'}"
https://doi.org/10.1016/S0262-4079(18)31068-6,The video-assisted ref's a…,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918310686,Bob Holmes,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31210-7,Towers of strength,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918312107,Stephen Battersby,2030-12-12,2030-12-12,2019-08-19,,{'France'}
https://doi.org/10.1016/S0262-4079(18)31355-1,The Call of the Ice Giants,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918313551,Leah Crane,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)30819-4,Creative people have more mental health issues,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918308194,Alice Klein,2030-12-12,2030-12-12,2019-09-06,,{'unknown'}
https://doi.org/10.1016/S0262-4079(18)31395-2,Something in the water,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918313952,Colin Barras,2020-06-19,2020-07-10,2020-07-21,22 days 00:00:00.000000000,{'France'}
https://doi.org/10.1016/S0262-4079(18)31573-2,Halting evolution,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918315732,Michael Le Page,2020-03-18,2020-07-03,2020-07-12,108 days 00:00:00.000000000,"{'Switzerland', 'South Africa', 'unknown', 'Ireland', 'Germany', 'United States', 'Netherlands'}"
https://doi.org/10.1016/S0262-4079(19)31866-4,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919318664,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(18)31435-0,The Allergy Epidemic,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918314350,Penny Sarchet,2030-12-12,2030-12-12,2020-07-21,,{'United States'}
https://doi.org/10.1016/S0262-4079(19)31870-6,Writing wrongs,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919318706,Sally Adee,2019-05-02,2019-05-03,2019-06-18,2 days 00:00:00.000000000,{'unknown'}
https://doi.org/10.1016/S0262-4079(18)31393-9,Inside dope,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918313939,Graham Lawton,2019-09-10,2020-04-06,2020-04-06,210 days 00:00:00.000000000,"{'United Kingdom', 'unknown'}"
https://doi.org/10.1016/S0262-4079(19)31773-7,Who wants a predictable life?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919317737,Jacob Aron,2030-12-12,2030-12-12,2030-12-12,,{'United States'}
https://doi.org/10.1016/S0262-4079(18)31164-3,How to think about… Entropy,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311643,Joshua Howgego,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31112-6,The colour of money,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311126,Fred Pearce,2020-03-23,2020-05-21,2020-06-16,60 days 00:00:00.000000000,{'unknown'}
https://doi.org/10.1016/S0262-4079(18)30933-3,Light & Shade,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918309333,Richard Webb,2019-06-23,2020-06-15,2020-07-21,359 days 00:00:00.000000000,{'Norway'}
https://doi.org/10.1016/S0262-4079(18)31528-8,Mind over matter,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918315288,David Robson,2030-12-12,2030-12-12,2020-07-22,,"{'Canada', 'Taiwan, Province of China'}"
https://doi.org/10.1016/S0262-4079(18)31394-0,Robot laws,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918313940,Douglas Heaven,2030-12-12,2030-12-12,2030-12-12,,set()
https://doi.org/10.1016/S0262-4079(18)31159-X,How to think about… Genes,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791831159X,Julia Brown,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31067-4,Flavour of the month?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918310674,Sandrine Ceurstemont,2017-11-09,2018-11-02,2018-12-05,359 days 00:00:00.000000000,{'United Kingdom'}
https://doi.org/10.1016/S0262-4079(19)31770-1,Waking up to anti-science,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919317701,Donna Lu,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(19)32015-9,Letters,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919320159,,2020-03-05,2020-06-25,2020-07-23,113 days 00:00:00.000000000,{'China'}
https://doi.org/10.1016/S0262-4079(18)31309-5,Alien vs Predator,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918313095,Erica Tennenhouse,2015-11-25,2017-04-14,2017-05-31,507 days 00:00:00.000000000,{'United States'}
https://doi.org/10.1016/S0262-4079(18)31025-X,Buzz off,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791831025X,Richard Schiffman,2020-03-02,2020-03-11,2020-04-14,10 days 00:00:00.000000000,"{'Canada', 'United States'}"
https://doi.org/10.1016/S0262-4079(18)31256-9,The other plastic plague,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918312569,Christina Reed,2030-12-12,2030-12-12,2030-12-12,,"{""Korea, Democratic People's Republic of""}"
https://doi.org/10.1016/S0262-4079(18)30978-3,Stone Age sailors,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918309783,Colin Barras,2030-12-12,2030-12-12,2017-06-19,,{'United States'}
https://doi.org/10.1016/S0262-4079(18)31162-X,How to think about… Gender,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791831162X,Alison George,2019-10-04,2020-02-11,2020-02-11,131 days 00:00:00.000000000,"{'Switzerland', 'unknown'}"
https://doi.org/10.1016/S0262-4079(18)31527-6,The maverick putting ageing in reverse,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918315276,Catherine de Lange,,,2030-12-12,,
https://doi.org/10.1016/S0262-4079(18)31163-1,How to think about… Life,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311631,Catherine Brahic,2030-12-12,2030-12-12,2020-06-04,,{'United States'}
https://doi.org/10.1016/S0262-4079(18)31111-4,Total wipeout,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311114,Daniel Cossins,2030-12-12,2030-12-12,2030-12-12,,{'unknown'}
https://doi.org/10.1016/S0262-4079(18)31066-2,Life's true cradle,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918310662,Penny Sarchet,2030-12-12,2030-12-12,2030-12-12,,{'Spain'}
https://doi.org/10.1016/S0262-4079(18)31618-X,The briny deep,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S026240791831618X,Katherine Bourzac,2016-08-15,2016-08-19,2016-10-14,5 days 00:00:00.000000000,"{'United States', 'unknown', 'Bulgaria'}"
https://doi.org/10.1016/S0262-4079(19)31771-3,Real aliens,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407919317713,Simon Ings,2020-01-13,2020-05-19,2020-06-17,128 days 00:00:00.000000000,"{'Australia', 'United Kingdom', 'United States'}"
https://doi.org/10.1016/S0262-4079(18)31659-2,What's up with your gut?,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918316592,Chloe Lambert,2016-03-04,2016-06-06,2016-06-07,95 days 00:00:00.000000000,{'Ireland'}
https://doi.org/10.1016/S0262-4079(18)31161-8,How to think about… Logic,New Scientist,article,http://www.sciencedirect.com/science/article/pii/S0262407918311618,Douglas Heaven,2019-01-16,2019-06-11,2019-06-27,147 days 00:00:00.000000000,{'Australia'}
